1   F7
2   F7
3   F7
4   F7
5   F7
6   F7
7   F7
8   F7
9   F7
10  F7
11  F7
12  F7
13  F7
14  F7
15  F7
16  F7
17  F7
18  F7
19  F7
20  F7
21  F7
22  F7
23  F7
24  F7
25  F7
26  F7
27  F4
28  F4
29  F4
30  F4
31  F4
32  F4
33  F4
34  F4
35  F4
36  F4
37  F4
38  F4
39  F6
40  F6
41  F6
42  F6
43  F6
44  F6
45  F6
46  F6
47  F6
48  F6
49  F6
50  F6
51  F6
52  F55
53  F55
54  F55
55  F55
56  F55
57  F55
58  F55
59  F55
60  F55
61  F55
62  F55
63  F55
64  F55
65  F55
66  F55
67  F55
68  F55
