1   F7
2   F7
3   F7
4   F7
5   F7
6   F7
7   F7
8   F7
9   F7
10  F7
11  F7
12  F7
13  F7
14  F7
15  F7
16  F7
17  F7
18  F7
19  F7
20  F7
21  F7
22  F7
23  F7
24  F7
25  F7
26  F7
27  F4
28  F4
29  F4
30  F4
31  F4
32  F4
33  F4
34  F4
35  F4
36  F4
37  F4
38  F4
39  F6
40  F6
41  F6
42  F6
43  F6
44  F6
45  F6
46  F6
47  F6
48  F6
49  F6
50  F6
51  F6
52  F5
53  F5
54  F5
55  F5
56  F5
57  F5
58  F5
59  F5
60  F5
61  F40
62  F40
63  F40
64  F40
65  F40
66  F40
67  F35
68  F35
69  F35
70  F35
71  F35
72  F35
73  F35
74  F35
75  F35
76  F35
77  F35
78  F35
79  F35
80  F35
81  F35
82  F35
83  F35
84  F35
85  F35
86  F35
87  F35
88  F35
89  F35
90  F35
91  F35
92  F35
93  F35
94  F35
95  F35
96  F35
97  F35
98  F35
99  F35
