2 1
3 1
1 7
4 2
2 8
5 3
6 4
6 5
7 9
9 8
3 10
4 11
5 12
6 13
15 14
14 19
15 16
15 17
17 18
17 20
17 21
18 22
18 23
25 24
26 24
27 25
28 26
29 27
29 28
26 30
27 31
28 32
33 44
46 33
47 33
48 33
34 35
35 36
49 35
50 35
36 37
51 36
52 36
37 38
53 37
54 37
38 39
55 38
56 38
40 39
57 39
58 39
40 41
40 45
41 42
59 41
42 43
60 42
61 42
43 44
62 43
63 43
64 44
65 44
66 67
66 71
67 70
67 72
67 73
68 69
68 70
68 74
68 75
70 76
70 77
66 78
9 14
18 29
24 34
25 69
